Customer,CustomerName,Branch,BranchName,Month,MonthName,MonthRevenue,MonthPct,Tier,Pattern,YearsActive,YearsBought,ActiveMonths,ServiceType,Y2023,Y2024,Y2025,TotalRevenue,LastService,TotalInvoices,Equipment,MachineCount
39970,Guernsey Co Highway,1,Cambridge,3,March,29922.68,58.1,STRONG,Year-Round,3,2023/2024/2025,"Mar, Apr, Jun, Aug, Sep, Oct, Nov, Dec",Customer Labor,6329.35,27738.02,17477.34,51544.71,2025-10-08,12,"Case 865B, Case 580SMPLUS, Case 721C",8
67318,Guard Drilling Mud Disposal,1,Cambridge,3,March,8982.6,95.1,STRONG,Year-Round,2,2023/2025,"Jan, Feb, Mar, Apr, Oct, Nov",Customer Labor,9447.53,0.0,5.684341886080804e-14,9447.53,2025-03-22,10,"Kobelco SK140SRLC-5, Kobelco SK140SRLC-5, JLG 1255",6
12915,Bandit Energy Services Inc,1,Cambridge,3,March,6756.92,66.7,GOOD,Seasonal,1,2025,"Mar, Sep, Nov",Customer Labor,0.0,1595.91,8533.66,10129.57,2025-11-24,3,Case 850K,1
20324,Cambridge Sewer Dept,1,Cambridge,3,March,4463.51,29.5,GOOD,Year-Round,1,2025,"Jan, Feb, Mar, May, Jun, Aug, Dec",Customer Labor,1758.11,347.2,13034.22,15139.53,2025-08-07,9,"Case 450SSL, Case 580SM2, Case 580SM",6
39736,Guernsey Scrap Recycling,1,Cambridge,3,March,3435.27,22.6,GOOD,Year-Round,1,2025,"Jan, Feb, Mar, May, Jul, Aug, Sep, Nov",Customer Labor,2350.72,5803.32,7016.48,15170.52,2025-05-29,14,"Case 721DXT, Kobelco SK290VI, Case 821F",8
14432,Belmont Co Engineer,1,Cambridge,3,March,2524.67,58.8,GOOD,Year-Round,1,2023,"Mar, Apr, May, Oct, Dec",Customer Labor,3369.51,704.0699999999999,216.68,4290.26,2025-05-16,6,"Kobelco SK160VI, Case 580SN",2
20314,Cambridge Water Dept,1,Cambridge,3,March,2349.9,22.2,GOOD,Year-Round,1,2023,"Feb, Mar, May, Aug, Nov",Customer Labor,5994.35,3023.82,1560.06,10578.23,2025-02-11,6,"Case 580SM2, Case 580SN, KT KF9TLBA",4
34759,R & R Biproducts Inc,1,Cambridge,3,March,2166.74,11.2,STRONG,Year-Round,2,2023/2024,"Jan, Feb, Mar, Jun, Jul, Aug, Sep, Oct",Customer Labor,2343.53,8378.93,8622.64,19345.1,2025-10-28,22,"Case 621F, Kobelco SK170LC-11, Case 621F",9
49883,J & S Maintenance Co Llc,1,Cambridge,3,March,1932.52,15.8,GOOD,Seasonal,1,2024,"Mar, May, Jul, Sep",Customer Labor,4020.83,4150.719999999999,4074.13,12245.68,2025-07-09,11,"JLG 600AJJ, Case 221F, Schwarze A7000",6
14482,Belmont Co Warren Twp,1,Cambridge,3,March,1703.9799999999998,18.8,GOOD,Seasonal,1,2025,"Mar, May, Dec",Customer Labor,0.0,9071.46,0.0,9071.46,2025-05-13,3,Case 621D,1
47689,Intercon Construction,1,Cambridge,3,March,1562.23,29.3,GOOD,Seasonal,1,2023,"Mar, Jul, Aug",Customer Labor,1562.23,3778.54,0.0,5340.77,2024-08-05,3,"Case CX210, Case CX210",2
20300,Cambridge Utility Dept,1,Cambridge,3,March,1426.0400000000002,38.3,GOOD,Seasonal,1,2023,"Mar, Jul, Dec",Customer Labor,1426.0400000000002,2296.6800000000003,0.0,3722.72,2024-12-23,3,"VA FC80, Case 321F, Case 321F",4
59301,Luburgh Inc,1,Cambridge,3,March,1391.66,13.5,STRONG,Year-Round,2,2023/2024,"Feb, Mar, May, Jul, Oct",Customer Labor,2660.55,3011.86,4664.12,10336.53,2025-10-23,9,"Kobelco SK500LC-9, Kobelco SK350LC-9, Bomag BW213PDH3",8
30004,Expand Energy,1,Cambridge,3,March,1333.93,30.4,GOOD,Seasonal,1,2024,"Mar, Nov, Dec",Customer Labor,2112.63,1333.93,946.16,4392.72,2025-11-07,3,"Kubota SVL95-2SHFC, FP GENERAC",2
3012516,City Of Coshocton Waste Water,1,Cambridge,3,March,1244.42,24.1,GOOD,Concentrated,1,2025,"Feb, Mar",Outside Labor,0.0,3199.34,1959.27,5158.610000000001,2025-03-17,3,"Case SR270, Case CX60C",2
39732,Guernsey Co Jefferson Twp,1,Cambridge,3,March,893.7199999999999,20.9,GOOD,Seasonal,1,2023,"Jan, Mar, May, Oct",Customer Labor,2946.41,1335.63,0.0,4282.04,2024-10-18,4,"Case 580SK#, Case 580SK#, FD F550",6
3013674,Lowry Metals Recycling Llc,1,Cambridge,3,March,837.55,16.0,GOOD,Year-Round,1,2023,"Jan, Feb, Mar, Apr, May, Jul, Aug",Customer Labor,3600.85,1272.89,359.8,5233.54,2025-01-08,9,"Case CX290D LC MH, Case 721F, Case CX290D LC SC",6
78850,Village Of Roseville,1,Cambridge,3,March,827.65,15.1,GOOD,Seasonal,1,2025,"Mar, Nov, Dec",Customer Labor,0.0,1978.12,3508.6,5486.719999999999,2025-12-16,5,"Case 580N, Kobelco SK45SRX-7",2
24519,Coshocton Trucking Inc,1,Cambridge,3,March,819.35,15.8,GOOD,Seasonal,1,2024,"Feb, Mar, Apr, Jun",Customer Labor,3227.5,1953.28,0.0,5180.78,2024-03-21,5,"Case 721FXT, Case 721FXT",2
80252,Salt Fork Lodge,1,Cambridge,3,March,650.03,26.0,GOOD,Seasonal,1,2025,"Jan, Mar, Dec",Customer Labor,0.0,0.0,2496.9,2496.9,2025-12-18,3,"FD F-350 SUPER D, JLG 1255, JLG 1255",3
294961,Washita Valley Enterprises,2,North Canton,3,March,21316.31,25.8,STRONG,Year-Round,3,2023/2024/2025,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Customer Labor,35141.06,24563.97,22971.31,82676.34,2025-12-31,70,"Case 621E, Case 621F, Case 621D",24
83640,Shelly Company,2,North Canton,3,March,16807.48,59.8,GOOD,Year-Round,1,2025,"Mar, Apr, May, Jul, Aug",Customer Labor,4938.31,3141.2,20039.42,28118.93,2025-04-07,10,"EY LBW-234/3A, EY LBW-234/3A, UR SR175B",13
280008,S & K Asphalt & Concrete Llc,2,North Canton,3,March,7644.55,62.8,GOOD,Seasonal,1,2023,"Mar, Aug, Dec",Customer Labor,9584.46,1206.35,1375.06,12165.87,2025-12-22,8,"Bomag BM1200/35, Etnyre S2000, Case 221F HS",4
211314,Metalico Inc,2,North Canton,3,March,7527.25,75.7,GOOD,Seasonal,1,2024,"Mar, May, Jun, Oct",Customer Labor,0.0,8230.53,1718.95,9949.48,2025-06-24,4,Case SV340B,1
252432,Kirila Contractors Inc,2,North Canton,3,March,7522.500000000001,61.9,GOOD,Seasonal,1,2025,"Jan, Mar, Apr, Jul",Customer Labor,3404.48,0.0,8747.810000000001,12152.29,2025-07-11,4,"Etnyre S2000, KO SK170-LC, Case 580SNWT",3
263554,City Of Massillon,2,North Canton,3,March,6009.08,66.2,STRONG,Seasonal,2,2023/2025,"Feb, Mar, Dec",Customer Labor,3054.38,1235.85,4782.24,9072.47,2025-03-07,5,"Vacall 610AJV, Case 521G, KI KM8000TEDD",3
3078306,Belmont Solids Control Llc,2,North Canton,3,March,5897.389999999999,62.5,GOOD,Concentrated,1,2024,"Mar, Apr",Customer Labor,0.0,9435.05,0.0,9435.05,2024-04-26,6,"Kobelco SK140, Kobelco SK140, ZZ ZZ",4
3060964,Maverick Contracting Ltd,2,North Canton,3,March,4739.54,33.2,GOOD,Seasonal,1,2023,"Mar, Apr, Oct",Customer Labor,12048.1,0.0,2248.88,14296.98,2025-10-17,8,"Case TR270, KO SK210, KO SK350LC-10",4
220526,City Of Canton,2,North Canton,3,March,4341.95,11.5,TARGET,Year-Round,1,2025,"Jan, Feb, Mar, May, Jun, Jul, Aug, Sep, Oct, Nov",Customer Labor,20062.45,2763.4,14875.1,37700.95,2025-09-15,21,"Vacall AJV1215, Vacall AJV1215, Vacall AJV1215",12
280049,Scott Paving Llc Dba Sable,2,North Canton,3,March,4157.09,22.2,STRONG,Year-Round,2,2024/2025,"Mar, Apr, May, Jun, Jul, Sep, Oct",Customer Labor,471.12,6687.91,11529.35,18688.38,2025-10-16,9,Bomag BM1200/35,1
3011346,City Of Dover Electric Field,2,North Canton,3,March,3621.13,20.6,GOOD,Year-Round,1,2023,"Feb, Mar, Apr, May, Aug",Outside Labor,6796.6900000000005,4964.76,5821.27,17582.72,2025-08-07,9,"Case 521G, KM WA100M",2
223551,Columbiana Co St Clair,2,North Canton,3,March,3544.96,84.0,STRONG,Concentrated,3,2023/2024/2025,"Mar, Oct",Customer Labor,929.53,2254.9,1034.28,4218.71,2025-03-14,4,"Case 580SN WT, AO MB3-22",2
285620,Smith Evergreen Nursery Inc,2,North Canton,3,March,3463.99,32.8,GOOD,Year-Round,1,2025,"Mar, May, Jun, Sep, Oct",Customer Labor,5092.19,1988.83,3463.99,10545.009999999998,2025-03-20,5,"Case 95XT, Case 445SSL, Case 445",4
279538,Kenneth Rufener,2,North Canton,3,March,3357.75,27.8,GOOD,Seasonal,1,2025,"Feb, Mar, Apr, Dec",Customer Labor,7845.54,0.0,4254.1900000000005,12099.73,2025-03-03,4,"Case 621D, Kobelco SK150IV, Case 521DXT",4
211853,Riverview Cemetery,2,North Canton,3,March,2269.56,34.4,GOOD,Seasonal,1,2025,"Mar, Apr, May, Oct",Outside Labor,5.684341886080804e-14,0.0,6600.36,6600.36,2025-05-20,4,Case 580SL Series 2,1
470259,Odot Dist #11 Headquarters,2,North Canton,3,March,2267.87,11.9,TARGET,Seasonal,1,2024,"Jan, Mar, Jul",Customer Labor,0.0,18390.19,652.6,19042.79,2025-01-29,3,"Bomag BM1000/35, ZZ C20010, Case 621G XT T4F",4
294928,City Of Warren Water Pollution,2,North Canton,3,March,2221.74,41.8,GOOD,Seasonal,1,2023,"Feb, Mar, Apr, Jun",Customer Labor,4418.31,892.53,0.0,5310.84,2024-02-21,5,"Case 580SN, Case 721F XR",2
294920,City Of Warren Water Dept,2,North Canton,3,March,2025.38,12.9,STRONG,Year-Round,2,2024/2025,"Feb, Mar, Jul, Aug, Oct, Nov, Dec",Customer Labor,5374.17,5908.9,4429.36,15712.43,2025-03-24,9,"Case 580SN, Case 580SN, Kobelco SKL55SRX-6E",4
3044568,Cleveland Equine Clinic,2,North Canton,3,March,1896.12,16.6,GOOD,Seasonal,1,2023,"Mar, Jun, Sep",Customer Labor,6399.0,2868.94,2137.33,11405.27,2025-09-26,5,"Case 440CT, Case 440CT, Case 440CT",5
227940,D W Dickey & Son Inc,2,North Canton,3,March,1820.18,16.8,GOOD,Year-Round,1,2025,"Feb, Mar, Jun, Aug, Sep",Customer Labor,906.82,3782.6,6121.21,10810.63,2025-09-12,7,"Case 721F, Case 721G, Case 721D",3
214300,Belden Brick Company,2,North Canton,3,March,1757.14,30.3,GOOD,Seasonal,1,2025,"Jan, Mar, Apr",Customer Labor,0.0,2204.58,3599.9400000000005,5804.52,2025-04-28,3,"Case 21F, Case 21F, Case 570NXT",3
267773,Mushrush Utility Contracting,2,North Canton,3,March,1553.0500000000002,15.8,GOOD,Seasonal,1,2025,"Mar, Apr, Oct",Customer Labor,910.57,2149.38,6782.679999999999,9842.63,2025-04-30,5,"Case 580N, CA 580N, Case 580N",8
245530,Holmes Co Knox Twp,2,North Canton,3,March,1498.63,60.7,GOOD,Year-Round,1,2024,"Jan, Mar, Apr, Jul, Aug, Sep, Nov",Customer Labor,0.0,0.0,2467.19,2467.19,2025-11-04,12,"Case 580SNWT, Case 580SN",2
3012048,Haas Brothers,2,North Canton,3,March,1427.4,18.7,GOOD,Seasonal,1,2024,"Mar, Apr, Aug, Sep",Customer Labor,0.0,6194.26,1455.2,7649.46,2025-08-06,4,"KM PC200LC-6L, Kobelco SK035SR-3, Case CX55B",4
249185,J & M Recycling Llc,2,North Canton,3,March,1416.08,25.9,GOOD,Year-Round,1,2023,"Feb, Mar, May, Jun, Aug, Dec",Customer Labor,4925.35,0.0,537.86,5463.21,2025-02-05,7,"Kobelco SK210LC-10, Kobelco SK210LC-10, Kobelco SK210LC-10",8
224627,Countryside Recycling,2,North Canton,3,March,1309.25,16.3,GOOD,Year-Round,1,2025,"Mar, Apr, Sep, Oct, Nov",Customer Labor,0.0,0.0,8055.57,8055.57,2025-11-04,5,"Case CX210C, ZZ ZZ",2
3054416,Rock Decor Dba Casa Di Sassi,2,North Canton,3,March,1092.15,10.5,TARGET,Year-Round,1,2023,"Feb, Mar, Apr, Jul, Dec",Customer Labor,1092.15,4249.030000000001,5050.52,10391.7,2025-12-22,6,"Case 621D, Case 40XT, Case 40XT",5
292770,Tuscarawas Co Union Twp,2,North Canton,3,March,1035.31,32.6,GOOD,Seasonal,1,2025,"Mar, May, Jun, Aug",Customer Labor,0.0,976.8,2200.0,3176.8,2025-08-19,4,Case 580SNWT,1
217780,City Of Brewster,2,North Canton,3,March,964.84,33.1,GOOD,Seasonal,1,2025,"Mar, Apr, Dec",Customer Labor,0.0,1355.1799999999998,1556.94,2912.12,2025-04-22,3,"Kobelco SK80CS-2, Kobelco SK80CS-2, Kobelco SK80CS-2",3
262006,M J Excavating Services Ltd,2,North Canton,3,March,963.3,19.9,GOOD,Year-Round,1,2024,"Jan, Feb, Mar, Jul, Dec",Customer Labor,1000.0,3067.05,780.1,4847.15,2025-01-30,5,"Kobelco SK85CS-7, ZZ ZZ, Kobelco SK140SR",5
280531,Pace Sankar Landscaping,2,North Canton,3,March,890.13,59.0,GOOD,Concentrated,1,2025,"Mar, Sep",Customer Labor,618.85,0.0,890.13,1508.98,2025-03-17,3,"Kobelco SK50SR-3, Kobelco SK050SR-3",2
256870,Leppo Inc,2,North Canton,3,March,864.03,12.1,TARGET,Seasonal,1,2025,"Feb, Mar, Nov",Customer Labor,0.0,0.0,7164.09,7164.09,2025-11-20,6,"Kubota V3307-CR-T, ZZ PDSF375DPC-6E1, ZZ PDSG310DP",8
290130,City Of Tallmadge,2,North Canton,3,March,725.79,20.9,GOOD,Seasonal,1,2025,"Mar, Apr, Oct",Customer Labor,761.9000000000001,0.0,2711.97,3473.87,2025-04-25,3,Case 590SN,1
265432,Miller Pipeline Corporation,2,North Canton,3,March,662.24,12.4,TARGET,Seasonal,1,2023,"Mar, Jul, Oct",Customer Labor,662.24,0.0,4683.93,5346.17,2025-10-24,4,"Kobelco SK85CS-7, Kobelco SK85CS-7",2
210413,Agri-Sludge Inc,2,North Canton,3,March,607.1,13.8,TARGET,Seasonal,1,2025,"Jan, Mar, Aug",Customer Labor,0.0,3260.46,1123.1999999999998,4383.66,2025-03-27,4,"Case 821B, JD 544E, Case 821B",3
68841,Village Of Newcomerstown,2,North Canton,3,March,571.56,12.7,TARGET,Concentrated,1,2024,"Feb, Mar",Outside Labor,2924.08,1576.36,0.0,4500.44,2024-03-15,4,"Schwarze A7000, Schwarze SP550, Case 580SN",3
293182,Utility Pipeline Ltd,2,North Canton,3,March,462.48,18.0,GOOD,Seasonal,1,2024,"Mar, Jul, Sep",Customer Labor,926.7,1646.78,0.0,2573.48,2024-07-03,3,"Kobelco SK35SR-6E, Kubota KX033-4, Kobelco SK27SR-5",3
251407,Kent State University Ce&O,2,North Canton,3,March,429.32,14.2,TARGET,Seasonal,1,2023,"Feb, Mar, Apr",Customer Labor,1726.1,1302.93,0.0,3029.03,2024-04-26,3,Case 580SN,1
192268,Tri-State Paving & Sealcoating,3,Gallipolis,3,March,10203.56,42.9,GOOD,Year-Round,1,2024,"Jan, Mar, Jul, Oct, Nov",Customer Labor,612.87,17543.4,5626.799999999999,23783.07,2025-11-25,7,"Bomag BM1200/35-2, SB DT74J",2
195410,D V Weber Construction Inc,3,Gallipolis,3,March,5687.33,66.8,GOOD,Seasonal,1,2025,"Jan, Mar, Jun",Customer Labor,0.0,280.88,8237.33,8518.21,2025-06-16,4,"Case 521FXT, Case 580SL, SA 185BDPQ",3
154032,L & L Scrap Metals & Recycling,3,Gallipolis,3,March,5500.68,50.0,GOOD,Seasonal,1,2024,"Jan, Mar, Jun, Aug",Customer Labor,3252.47,5500.68,2247.28,11000.43,2025-06-25,6,"Case IH 521E, Kobelco SK350LC-9, Kobelco SK300",8
95011,Washington Co Decatur Twp,3,Gallipolis,3,March,4270.82,35.4,GOOD,Seasonal,1,2025,"Mar, May, Jun, Jul",Customer Labor,5844.650000000001,0.0,6216.12,12060.77,2025-07-18,5,"Gradall 720A, Gradall 720A, Gradall 720A",7
3093697,Mendon Pipeline,3,Gallipolis,3,March,2518.58,40.3,GOOD,Concentrated,1,2025,"Mar, May",Customer Labor,0.0,0.0,6252.66,6252.66,2025-05-23,3,"KO SK350LC-9F, KO SK350LC-9F, KO SK350LC-9F",3
127462,Denney Enterprises,3,Gallipolis,3,March,2206.88,22.6,GOOD,Seasonal,1,2024,"Mar, Apr, Aug, Dec",Customer Labor,0.0,8985.62,770.38,9756.0,2025-12-11,5,"Case IH 1150G, Case 1845CII, Kobelco SK85CS-7",3
135281,Gallia Co Morgan Twp,3,Gallipolis,3,March,1308.01,24.2,GOOD,Year-Round,1,2025,"Jan, Feb, Mar, Nov, Dec",Customer Labor,0.0,3010.24,2391.5,5401.74,2025-03-20,7,"Case IH 865, Case 580SN, FD F550",4
1836469,Mpw Services,3,Gallipolis,3,March,1303.47,14.4,TARGET,Seasonal,1,2023,"Jan, Mar, Jul, Dec",Customer Labor,1303.47,1722.83,6041.150000000001,9067.45,2025-07-18,4,"JLG 10042, JLG 10042, Case SR210",3
111809,Athens Excavating & Concrete,3,Gallipolis,3,March,1123.5,20.1,GOOD,Concentrated,1,2024,"Mar, Oct",Customer Labor,4478.28,1123.5,0.0,5601.78,2024-03-29,3,Case TR310,1
164240,Meigs Co Salisbury Twp,3,Gallipolis,3,March,1000.0,11.7,TARGET,Year-Round,1,2023,"Jan, Feb, Mar, May, Jul, Oct",Customer Labor,1204.64,2277.13,5051.91,8533.68,2025-07-21,9,"Case 580SL, Massey Ferg 5460, BV 272",8
135322,Gallia Co Addison Township,3,Gallipolis,3,March,961.16,22.3,GOOD,Seasonal,1,2023,"Mar, May, Dec",Outside Labor,1190.68,0.0,3111.98,4302.66,2025-12-15,4,"MY LP9, Case IH 580SL, MY 750S",8
156050,Leading Creek Conservancy,3,Gallipolis,3,March,918.41,14.3,TARGET,Year-Round,1,2024,"Jan, Feb, Mar, May, Jun, Dec",Customer Labor,3557.48,1647.63,1202.42,6407.53,2025-12-15,7,"Case CX36B, Kobelco SK45SRX-7",2
173480,Pike Co Highway Dept,3,Gallipolis,3,March,700.0,21.4,GOOD,Seasonal,1,2024,"Mar, May, Sep",Customer Labor,1070.0,700.0,1493.83,3263.83,2025-09-08,4,"Bomag BW120AD-3, Kobelco SK85CS-7, Case 580SNWT",4
3001174,R K Construction,3,Gallipolis,3,March,671.96,23.7,GOOD,Seasonal,1,2024,"Feb, Mar, Oct",Customer Labor,2166.22,671.96,0.0,2838.18,2024-03-29,3,"KO SK210LC-9, KO SK210LC-9, KO SK210LC-9",3
167938,Larry Myers Sr,3,Gallipolis,3,March,497.28,10.1,TARGET,Year-Round,1,2023,"Mar, Apr, Jun, Jul, Sep, Nov",Customer Labor,956.31,1800.0,2156.05,4912.36,2025-11-03,6,"Bomag BW100ADM-5, Case TV450, Bomag BW138AD-5",6
206532,United Rentals #C51,4,Dublin,3,March,29738.070000000003,62.0,GOOD,Year-Round,1,2023,"Jan, Feb, Mar, Apr, Jun, Jul, Aug, Sep, Nov",Customer Labor,35689.490000000005,6752.77,5555.24,47997.5,2025-11-26,15,"CH 1150M, Case IH 850M, Case 1150M",17
416101,Madison Plains Dairy,4,Dublin,3,March,10868.12,36.3,STRONG,Year-Round,2,2023/2025,"Feb, Mar, Apr, Jun, Jul, Sep, Oct, Nov",Customer Labor,6670.12,14805.15,8485.189999999999,29960.46,2025-11-10,11,"Case 621G XR T4F, Case 621G XR T4F, Case 621G XR T4F",4
3062358,City Of Columbus,4,Dublin,3,March,9193.94,15.8,STRONG,Year-Round,2,2023/2024,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Oct",Customer Labor,4982.28,38110.85,15071.82,58164.95,2025-10-13,23,"ZZ PARTS, Case 1021G, Case 1021G",11
1435053,G M C Excavation & Trkg Ltd,4,Dublin,3,March,7362.08,15.3,STRONG,Year-Round,3,2023/2024/2025,"Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Customer Labor,9792.34,26104.66,12340.11,48237.11,2025-11-24,45,"Kobelco SK230SRLC-5, Case CX80, Case TR320",19
711858,Sunrise Cooperative,4,Dublin,3,March,5852.63,34.9,GOOD,Seasonal,1,2023,"Mar, Jun, Aug, Oct",Customer Labor,6800.13,6323.13,3640.15,16763.41,2025-10-08,5,"Case 321E, Case 821G, Case 321F",7
427131,Delaware Co Genoa Twp,4,Dublin,3,March,4651.66,20.5,GOOD,Year-Round,1,2023,"Mar, May, Jun, Jul, Aug, Sep, Oct",Customer Labor,6995.34,2809.7200000000003,12833.6,22638.66,2025-10-14,14,"Case TR270, Case 580M, Case 521EXT",6
410016,Adm Grain,4,Dublin,3,March,4370.56,56.8,GOOD,Concentrated,1,2023,"Jan, Mar",Customer Labor,4370.56,3322.54,0.0,7693.099999999999,2024-01-15,5,"Case SR200, Kubota RTV-X1100C, Kubota L3830D",7
3002202,Lane Excavating Llc,4,Dublin,3,March,4165.74,55.6,GOOD,Seasonal,1,2025,"Feb, Mar, Aug, Nov",Customer Labor,1566.34,1763.48,4165.74,7495.559999999999,2025-03-31,4,"Kobelco SK55SRX-6E, Case TR310, Kobelco SK170LC-10",4
482405,Scott & Son Concrete,4,Dublin,3,March,3952.84,11.0,TARGET,Year-Round,1,2024,"Jan, Feb, Mar, Apr, Jun, Jul, Aug, Sep, Oct, Nov, Dec",Customer Labor,3394.58,26604.04,5986.68,35985.3,2025-12-30,19,"Case TR270, Kubota SVL65-2HW, Kubota SVL65-2HW",9
427151,Delaware Co Engineer,4,Dublin,3,March,3160.37,23.5,GOOD,Year-Round,1,2025,"Jan, Mar, Apr, May, Jul, Oct",Customer Labor,1284.87,885.01,11290.44,13460.32,2025-10-22,7,"Etnyre S2000, SB DT80J, Kobelco SK210-8",7
434235,Franklin Co Jefferson Twp,4,Dublin,3,March,3016.9300000000003,26.6,GOOD,Year-Round,1,2023,"Mar, Apr, May, Jun, Sep, Nov, Dec",Customer Labor,8494.29,1661.24,1194.63,11350.16,2025-06-24,7,Case 580SN,1
421944,Charter Oaks Tree & Landscape,4,Dublin,3,March,2305.7200000000003,24.0,GOOD,Seasonal,1,2024,"Mar, Apr, Jul, Dec",Customer Labor,1262.33,6003.52,2353.43,9619.28,2025-07-31,8,"Case TV450B, New Holland C238, FE BH074SSP2",3
454741,Landfare Ltd,4,Dublin,3,March,2276.69,26.8,STRONG,Year-Round,2,2024/2025,"Jan, Mar, Apr, May, Jul, Aug",Customer Labor,2831.05,1217.93,4444.85,8493.83,2025-07-17,12,"T2 TX1000WT, Case TR270B, Kobelco SK35SR-6E",7
3047190,Williams And Sons Excavating,4,Dublin,3,March,2258.75,50.7,STRONG,Concentrated,2,2024/2025,"Mar, May",Customer Labor,0.0,3105.11,1349.19,4454.3,2025-03-11,4,"Case 621F, Case 821G, Bomag BW211",3
3011317,Environmental Remediation Cont,4,Dublin,3,March,2165.25,32.7,GOOD,Seasonal,1,2023,"Mar, Apr, Jun, Sep",Customer Labor,2518.96,4106.26,0.0,6625.22,2024-09-20,4,Case 850M WT/LGP,1
422380,City Of Circleville,4,Dublin,3,March,2145.08,20.6,GOOD,Seasonal,1,2025,"Mar, Jul, Oct, Nov",Outside Labor,306.02,4349.400000000001,5770.9400000000005,10426.36,2025-11-19,5,Schwarze A9 MONSOON,1
414015,Jeff Beard,4,Dublin,3,March,1427.92,20.8,GOOD,Concentrated,1,2024,"Mar, Sep",Customer Labor,0.0,3401.8,3466.8,6868.6,2025-09-11,3,"Case SR175, Case TR270B",2
426010,D R Grading & Exc Inc,4,Dublin,3,March,1405.84,32.1,GOOD,Seasonal,1,2024,"Mar, May, Aug",Customer Labor,2088.92,2290.8500000000004,0.0,4379.77,2024-08-12,4,Case CX160D,1
458701,Dept Of Rehab And Corrections,4,Dublin,3,March,1366.37,32.8,GOOD,Concentrated,1,2023,"Mar, Jul",Customer Labor,1366.37,2802.34,0.0,4168.71,2024-07-30,3,"Case 621F, Case 580SNWT",2
423951,Contract Sweepers Company,4,Dublin,3,March,1328.09,12.6,TARGET,Seasonal,1,2024,"Feb, Mar, Apr, May",Customer Labor,9179.93,1328.09,0.0,10508.02,2024-03-19,4,"Schwarze M6 AVALANCHE, Schwarze M6 AVALANCHE, Case 21D",4
421510,Catholic Cemeteries-Columbus,4,Dublin,3,March,1318.74,34.2,GOOD,Seasonal,1,2024,"Mar, Apr, Jun, Oct",Customer Labor,0.0,2769.88,1086.02,3855.9,2025-10-07,4,"Trailer 480F*, CS 580 SUPER K, CS 580 SUPER K",6
486055,Solid Waste Authority,4,Dublin,3,March,1268.67,34.2,GOOD,Seasonal,1,2025,"Jan, Mar, Apr, Jun",Customer Labor,0.0,0.0,3704.21,3704.21,2025-06-30,4,SB DT74F,1
3000213,Able Fence Of Columbus,4,Dublin,3,March,1098.39,16.2,GOOD,Year-Round,1,2025,"Jan, Mar, May, Sep, Nov",Customer Labor,1965.17,2517.63,2304.61,6787.41,2025-05-19,5,"Case TR270, Case 440, Case SR210",5
3048935,Detail Concrete,4,Dublin,3,March,1040.04,13.3,TARGET,Year-Round,1,2025,"Feb, Mar, Aug, Nov, Dec",Customer Labor,1262.33,2057.88,4506.84,7827.05,2025-11-05,5,"Case TR310, Kobelco SK170LC-10, Kobelco SK55SRX-6E",3
3046894,P A Baker Construction Llc,4,Dublin,3,March,953.37,26.5,GOOD,Seasonal,1,2025,"Feb, Mar, Apr, Oct",Customer Labor,0.0,755.96,2835.45,3591.41,2025-10-03,4,"New Holland C227, New Holland C227, Case TR310B",4
3069694,Gibson Concrete,4,Dublin,3,March,914.96,34.7,GOOD,Seasonal,1,2024,"Feb, Mar, Apr",Customer Labor,0.0,2636.86,0.0,2636.86,2024-04-30,3,T2 TX1000WT,1
427162,Delaware Co Water Company Inc,4,Dublin,3,March,874.99,29.1,GOOD,Seasonal,1,2024,"Mar, Nov, Dec",Customer Labor,1007.94,874.99,1126.71,3009.6400000000003,2025-12-19,3,"Kobelco SK35SR-6E, T2 TX1000WT, Case 850M",3
3045826,Rla Utilities,4,Dublin,3,March,839.95,15.5,GOOD,Concentrated,1,2024,"Mar, Sep",Customer Labor,3815.24,1595.91,0.0,5411.15,2024-09-30,3,"Case TR340, Kobelco SK35SR-6E, Kobelco SK17SR-6E",3
490942,Thomas Excavating Llc,4,Dublin,3,March,671.96,11.9,TARGET,Year-Round,1,2024,"Mar, May, Jul, Sep, Oct",Customer Labor,0.0,2249.8900000000003,3384.71,5634.6,2025-10-06,7,"Kobelco SK170LC-10, Case TV450B",2
2185940,John Snyder,4,Dublin,3,March,612.04,46.9,GOOD,Seasonal,1,2023,"Mar, Apr, Dec",Customer Labor,612.04,0.0,693.36,1305.4,2025-12-03,3,"Case TV450B, Case TV450B",2
470970,Jim Oxley Concrete Cont,4,Dublin,3,March,318.99,11.0,TARGET,Seasonal,1,2024,"Mar, May, Oct",Customer Labor,1729.66,1158.94,0.0,2888.6,2024-05-15,3,"Case 1845CII, ZZ MISC, ZZ MISC",5
526342,Darke Co Engineer,5,Monroe,3,March,26420.78,48.0,STRONG,Seasonal,2,2023/2025,"Jan, Mar, May, Oct",Customer Labor,9880.86,23556.67,21595.79,55033.32,2025-05-02,7,"Case 580SNWT, Gradall XL5100, Gradall XL5100",6
